etichetă_joc,total_încercări,cuvânt_găsit,secvență_încercări
8394,8,FETEI,A L N U Z E B T
8395,11,CUNOÂTINȚELOR,A E I N Z C U Â T Ț L
8396,8,ÎNDRĂCIRII,A C T P Î N R Ă
8397,14,AXELROD,A M U C H N P S T E R Î X L
8398,8,ALBE-ROÂIETICE,A L B E R O Â C
8399,11,OVALUL,B M P S L J C V G I O
8400,10,CAMPANULĂ,B C M D N E I L Ă U
8401,4,ABAJURURI,B J U I
8402,8,SPIN-ALBASTRU,S N A L B T R U
8403,15,DEFLORAȚIE,B O M C E P D N L T U G Ț R F
8404,2,ADĂU,A Ă
8405,5,ÂUÂOTEA,U A N O T
8406,8,IREZISTIBILITATE,I N R Z S B L A
8407,4,EXCERPTE,E C R T
8408,14,MOSCĂLIE,A U B M T O C Ă R D G L V E
8409,15,JĂRPAN,A D B E O T Â C G U J S H Ă P
8410,8,PARALELISMELOR,C P A R L S M O
8411,13,ANIMATISM,B E C U D R G L I O N M S
8412,10,URZICA-MOARTĂ,T R N U Z I C M O Ă
8413,7,NEABĂTUTE,C D N E A B Ă
8414,16,PSEUDACORUS,I L O G S C Â N M Z U R A T H D
8415,8,BRAGHINEI,A C E R O B G H
8416,9,INELATE,A L I D G R Z V T
8417,17,POTLOG,A E U R Z O N C D V I S Â J Ă T G
8418,9,BATJOCORI,A N E B T J R Ă I
8419,12,EXTERMINA,C L N T P O D I V R M A
8420,16,MONOGRAMĂ,B L R A Ț C P Z D F T H G M I N
8421,16,ZÂMBIND,A L R B E C Â T G U M N O P S Z
8422,9,DEBAVURATOR,C D I E B V U T O
8423,16,RESTRICȚIILOR,B T I A D C H R P O Ă U V N L Ț
8424,13,ZĂGĂZUIESC,C M Â P R F G D Z L I E S
8425,5,ACADEMISM,A C D I S
8426,10,CATOLICIZARE,A N L I U E P T O Z
8427,6,SCĂPĂRAT,C R N S P T
8428,16,BIRJAR,B Ă C U F H M P Â S T G V E I J
8429,19,RÂZĂCIOS,A R G U B T E C N O D F H S P L M Â Z
8430,2,ENESC,N C
8431,13,DRĂCOVENIE,A M T O E C U D G N I Ț V
8432,14,IMPRESIVI,A C G S Ă M B P Ț H U D I V
8433,10,EPIGRAFISTĂ,E C R A N G F S T Ă
8434,15,HALINI,A L B U C D G M P R S T Ț Ă H
8435,9,ALBINARI,C F L V P S B N R
8436,17,RANVERSĂRII,A M B R T C E O S U Ț F D Z G Ă V
8437,5,BALAMUT,A L I U T
8438,5,LITERATUTA,L E R A U
8439,16,COCHETĂRIA,R G S B U C H I N P Î F E L O T
8440,19,MUSTELA,A B I U R Ț C O E D F G N L P Ă Â V M
8441,11,DESTROIENIȚI,B V D S C P T R O I Ț
8442,14,OXIFIL,B F C Ț M Z P S V X T R E L
8443,16,FEROTIPICE,B V D G M O I A H L N R P Ț F C
8444,9,ECOGRAFICI,B C R T H O G F I
8445,13,ZGÂLȚÂIE,S C F R M Z B G L Ț T A E
8446,14,SIMȚITĂ,A B C I N D R M T E G F L Ț
8447,9,MARCOTA,D C H T L N U R O
8448,3,LITII,J Z L
8449,6,PIRETRINE,B A P I E N
8450,11,RIZERIE,C D J M P S T V R G Z
8451,11,PROBLEMATIZARE,A L O C I S R B M T Z
8452,16,FEREDUIASCĂ,A B L M N R E S T O P F Ă Ț D C
8453,6,AFTOASE,C U F O S E
8454,9,IERBĂLUȚĂ,Â C U I R T E L Ț
8455,6,SIMANDICOS,I M N D C O
8456,8,TEORBEI,B A D M C T O I
8457,8,MARCOGRAFIEI,C L O R F I M E
8458,7,LARINGOLOGIEI,A R N G O C E
8459,11,OSTEONECROZE,B Ă O P E V A S T R Z
8460,17,ROGOZOASE,C D L I M N T R G O Ă U E X F P Z
8461,18,GUMĂRI,B D H R C Ț L N P I E J X M S Z F G
8462,7,DRUZEI,A N I R E P Z
8463,6,ACTINIDĂ,A C L Ă T D
8464,10,TENEBRICOLI,A N T G C O E M B R
8465,4,ABIENTINEE,A B I E
8466,13,PETICĂ,A N R Z B U I E S G Ă O P
8467,10,PULMON,A I L T R V E U O M
8468,19,TEXTILIST,A B R E V C O N D T S F H G P Z Ă M X
8469,14,BOTROÂI,B L N R Ț C D H M Â S V P T
8470,8,INVERSURI,M P U L N V E R
8471,5,HAPLOPETALE,H A O E T
8472,11,PROGENITURILE,D I A M P R O E N U L
8473,16,CHIPUÂOARE,A B L O S F N R I U G T Â Ă P H
8474,5,CHELNER,C H E I R
8475,14,POLIGENETICĂ,A D E R L B N T I M P U O G
8476,13,MALALEI,B G T L D C N R V Â F I M
8477,7,VISCEROCEPTOR,V I S C R O T
8478,3,ALIN,A C L
8479,15,SCHINGIUIRI,A E I L Z D B R P U N T S M G
8480,14,FULIE,B Â C A T O U D I H M P S F
8481,8,FENOLSTEROID,F E N L S T R I
8482,7,NURIȚE,A E M O R U I
8483,16,INVOCARE,A C L R J D T E I M Î Â X G Ț V
8484,10,SUBACVATICĂ,A D C L S B T I E Ă
8485,10,PONTIF,A L N E U R I C F O
8486,17,SOLIDARISM,A B G P E U C I T O Ă F K M S N D
8487,11,PROIECTANȚII,A R H O E F P T I Ă N
8488,11,HĂRȚUITĂ,B Â C U H G P S T Ț I
8489,14,ÂUÂARCĂ,A B I F L U N R T O M D E Â
8490,16,CRIZANTEME,E L D R O M P N S H I T U Â B Z
8491,14,LĂTURAÂ,B Ț L Â T E C D G M R I P A
8492,7,INTERCESIUNII,C O T E R S U
8493,11,INSOLAȚII,A B L V R D E I C N Ț
8494,18,GRIMASĂ,A B C D F Â L M N T R P H U E Z G S
8495,6,IMOBI-LITATE,I M O L A E
8496,6,ACCEPȚIUNEA,A E P Ț U N
8497,10,ALBĂ-STRĂLUCITOARE,A L B S T R U C I O
8498,10,STRICĂCIUNEA,A C E S Ă M P T I U
8499,8,EOZINOCIT,H O S N T R Z I
8500,21,SANCȚIUNI,L B J D E R N Z C Â T F G H V O M S Ț P U
8501,12,PREVAZUTE,A D B C O E Z L I P R U
8502,10,PROTROMBINEMIE,D N A H P R O T M B
8503,14,PULSEZE,T B I L C S Ă D F Â H Ț E Z
8504,16,AUÂEI,A F L O M R S C T U B P D Z G Â
8505,5,LEUCEMIQUE,L U C M I
8506,14,EXPECTORANȚI,B C T I N O G F E H P L X Ț
8507,19,MUSCARIȚĂ,A D F L V B I O Â E U T P Ă Z S M N Ț
8508,15,PANELELOR,A C H O D G R I E M T Z V Ă L
8509,17,METEORICII,B D C A Ă N R G H O F P Ț M V L I
8510,15,COMINUTIVĂ,A D I P L V R E Ă H N G O M U
8511,6,PELETICE,C N D L T I
8512,7,ADAMANTOBLAST,D M N T B L S
8513,6,FRIGĂRUIE,F G Ă U A E
8514,14,TREBUINȚĂ,A L M N C X E F U R B Ț P Ă
8515,6,ANTRENAMENTUL,A T R E M L
8516,11,TOHARICĂ,A M E I V S Z R Ă T O
8517,6,DISIMETRII,D R G S M T
8518,8,TRAGERII,D O F I A P T E
8519,16,GRAMINARE,A B C R T L G H Ă D Â O Ț U E M
8520,15,DESESIZEZ,C P F G J M S N Ț A T Ă V I Z
8521,10,OCHILOR,A C L E T G R V P O
8522,14,SUBLIMAȚIE,A B T C D E G N P R S M Ț U
8523,15,CUANTUM,E L U R Ă I N Â Ț J M P O V T
8524,12,SUBLIMAȚII,A M I O G D P U C S T Ț
8525,13,FRAUDELOR,A B R U N S C I Ț X F L O
8526,16,SPIROGRAFII,A N R G H E C L M I U D O V T F
8527,10,LINÂĂRII,E U O M F N A I Ă R
8528,8,PORTBAGAJ,S I O R T B G J
8529,8,DENAZIFICA,B N F C A U D Z
8530,6,ÂEFUL,A D F I U L
8531,11,TASEU,B C G L M I P R A T E
8532,7,HIDRODINAMICI,H D O N A M C
8533,18,ÎNCHIZI,A B U D G F S M N E T Â C R P Î O Z
8534,17,APOGEU,A B C G N P R L I S T V Z D M Â U
8535,10,FINALIZATE,L C S B N I Ț F E T
8536,12,RUGĂMINTE,A C R O G E T I P U D Ă
8537,5,ÂVABII,A I E R V
8538,8,REPULSIV,A M E R I V U L
8539,7,MOCIOARCĂ,C N S M I A Ă
8540,9,PROTOSTEA,B C F N P O E A R
8541,6,CLOACALĂ,P C O I E Ă
8542,6,MOȚĂIE,A C I M O E
8543,7,DELITERATURIZA,D E I T R U Z
8544,5,DEDICAȚIE,E C A T Ț
8545,7,CALMANTĂ,A C U L N E Ă
8546,12,CLORIZĂRII,A C E G M N R H P L Z O
8547,16,NĂFURELE,A L T N B C O D U Ă Z J M P G F
8548,17,COPERTĂRI,A B R N C E G T Ă M D S L F H Â P
8549,5,RECAMIERURI,C A M I U
8550,20,POTCOVIȚI,A B D G T R U C H Ă E O N M L Â P Î F V
8551,6,OLIV,A N T E I V
8552,8,CASCADORII,A L N U S D O R
8553,14,ZBÂRCITĂ,A D R N C E H S F U Z B I Ă
8554,3,TABIET,A I E
8555,14,VIROLEI,B L C U P D F G Ă J M O V E
8556,6,SAGITAR,L M S I T R
8557,6,FINITE,C L N Ă T E
8558,16,REPRODUCI,A L I M N G E P R F T D Z B S U
8559,7,EMONDAJ,A P B E M O D
8560,15,TICSEA,B C D S L M R O U F T G H J I
8561,10,CIZMĂRESEI,A E R B H I T Z M S
8562,10,AXIOLOGIC,B C R E F L G I N X
8563,9,ÎMBOBOCEÂTE,B L N E R Î M Â T
8564,18,LĂȚIÂOR,A N B T R U Ă D E F G I M S P L Z Ț
8565,12,IMITAȚIILOR,A B S C D E F I M T L O
8566,16,DESTRUCTIV,A B S T C Ț M F O P D E N L V U
8567,13,FRĂSUIESC,A C T S O I L R G Ă Ț M E
8568,8,BUTILIC,A B O Â I E T L
8569,9,DENDROBIONT,E N A O G M B I T
8570,17,NEVROPATIA,A C F U M N S D T E P O Z G L H V
8571,6,TIPUL,A U E N I P
8572,8,METEOROFOBIE,D R I O A M F B
8573,10,PRODUCTIVITATEA,A S P R D U C I V E
8574,6,ÂTIULETE,I C S U L Â
8575,11,MULGEREA,F I G A B R Z Ă T M U
8576,13,OSONDITI,A D Â M T E C F O R B G S
8577,17,OCUPANȚII,A B S C U T O L D E M V N Ă R G P
8578,7,DIALECTOLOGIA,D I L E C T G
8579,12,HEMIATAXIE,A D G N R B C E P H M X
8580,9,LUSTRAȚIUNE,B L S T A Ț I N E
8581,4,CICLOTIMICI,C L O T
8582,5,STENOBIONT,S E N O I
8583,9,PARAGENEZE,C J P A L S G N Z
8584,7,ÎNMOR-MÂNTARE,Î N O R T A E
8585,6,ETERIZEAZĂ,L T R I A Ă
8586,11,ECLOZIUNEA,C H O N M V X L Z I U
8587,11,PENSIONARILOR,A C U M R I P T E S N
8588,10,UROGENITAL,A B L E R O M U N T
8589,14,ÎNȚELESUL,N C T G R S A V Â Ț L M I U
8590,7,SEDEZ,A E L O T U D
8591,16,JAVEL,B C S I D F G Ă H E L P R Z U J
8592,12,FENOLOGIC,A D E P R O L C N H M F
8593,12,FORMULAREA,B C A T I Ă F P O E M L
8594,2,ACANT,C N
8595,5,APOCALIPTIC,P O L I T
8596,7,ÂOFERIE,A P R E C F I
8597,6,STEREOIZOMERII,S T E R O I
8598,10,RIVIERĂ,C L T D Z J R E U Ă
8599,14,EBRAISTĂ,A B Z C E O T F V Â U D I S
8600,6,MĂMĂLIGOAIE,L I G O A E
8601,15,HEMOFAGI,A B R C M Ț E F N L V U H Â G
8602,10,DEZONORARE,A R L D C M T N P Z
8603,10,APOZIȚIONAL,A R T O F L E Z I Ț
8604,15,VOLUMETRE,B C A L R I M N E Ț P T D Â V
8605,12,OMOPOLARĂ,A C D I M U L O T G E Ă
8606,15,PROVINCIOARĂ,N T D I U O R E F J S P V L Ă
8607,4,CIANAȚI,A U C N
8608,6,NEURMĂRIND,E U M Ă I D
8609,6,GOLGOTEI,A E O N L T
8610,14,PONTIFUL,A M B E I O P U G N C R S F
8611,4,ACICULAR,C I U R
8612,11,PROFILULUI,A M R D C E P I O N F
8613,7,BIRJARULUI,A T O I R U L
8614,8,PROTONI,A B R I P L Z T
8615,7,HIDROBIOLOG,A H I D R L G
8616,5,BISERICII,B L S E R
8617,4,PELTAT,A R E L
8618,1,ATAÂA,A
8619,7,MORFOFIZIOLOGICI,M F I Z L G C
8620,9,BURUIANĂ-PUTUROASĂ,B U R I N Ă T O S
8621,11,OFICIANTĂ,A M H E F N Ț O L T Ă
8622,9,CATATERMOMETRE,L M B R T E I Z O
8623,10,PLOSCAR,A C T N P E G U L R
8624,16,ZOPĂI,A S C E Ă U D H J L Ț M O R V Z
8625,16,RĂMURI,B Ț L I T C P Â R A D F G H Z M
8626,12,MOCHETEZ,B R C A N F T D H L Z M
8627,11,SCLERANTHUS,A M I T Z E S R N H U
8628,13,FACTOTUM,A E I O S T R Ț U N L Ă M
8629,5,DIRT-TRACK,D I R T C
8630,15,TRANSPOZABIL,A D T E C I M G S P L R F Z B
8631,8,INCONTESTABILITATE,I N C O S A B L
8632,10,ÎNCÂRLIONȚA,C E O T Â R L I Ț A
8633,10,DELOCUTIVĂ,A R D V T U Ă E L I
8634,6,RES-PINGERE,G E R M S P
8635,5,AFUMAT,A B C F M
8636,9,HIDROCARBURA,C N R D I V H B U
8637,9,PARAFINICĂ,C N R S G P F E Ă
8638,11,CORLI,A T D E F I U B G O L
8639,9,MASTURBATORII,D I T R U E M A O
8640,14,MĂMIȚĂ,B D C N R F L I A S T V P M
8641,6,TEREFTALIC,R F A L I C
8642,10,ELECTROPNEUMATICI,L C T R O N U M A I
8643,4,AJUNURI,A J R I
8644,10,CHIABUREASCĂ,B S R N P C H I U Ă
8645,16,PERIPROSTATIC,B D V Z N T G H L M S O R A P C
8646,7,CONDITIONA,A L N I T E O
8647,8,AMENAJIST,A C L M E N J I
8648,14,NEBELIGERANȚEI,A D M T U C E S P N Ț B L G
8649,14,MUNGII,T C E Z H I D F L G S A Â N
8650,10,PLATONIZEZ,A C S I E G P T O N
8651,16,FASOLIȚI,A B C T G N R F L E D P S M X Ț
8652,15,LIPOCEL,B F L J M N R V Z C D S E T P
8653,11,CROHMĂLEA,H N C E B U T O M Ă L
8654,13,GAZIERE,A L M R N H Ă F I T S U Z
8655,7,CANCEROLOGICE,A N E R L G I
8656,5,SCIȚILOR,C I L O R
8657,7,SENTIMENTALITATE,C S E I M A L
8658,11,ÎMBRĂȚIÂAREA,M S C U Î R Ă Ț I Â E
8659,14,INABILITĂȚII,A F I C M T O S E Î D B Ă Ț
8660,10,BALCANIÂTI,A B S L N D M R Â T
8661,11,FALÂI,B E I O U C D F Ă J Â
8662,5,IDONEICI,D E T O C
8663,11,NESIMȚITĂ,A I C E O M Ț R Ă B T
8664,15,FASCIZANTĂ,A B S T N E R L C H Z O V D F
8665,16,ZĂVELCI,P B L I U C N H T A R V Â O F E
8666,9,EXOFTALMIE,A M E T R C F L I
8667,17,BIFORMI,A B N C L T Ă E I U H Â D Z V M F
8668,7,ARHIVEAZĂ,B R E I Z Ă H
8669,3,LUDLOW,U D O
8670,5,TINEREȚII,H T N R Ț
8671,9,ÎNTREBUINȚÂND,N T R E B U I Ț Â
8672,10,ONTICI,A R U Z B N O L G T
8673,18,VENESECȚII,A B D U Ă C E L O S Ț R X G T J M V
8674,10,CONVIEȚUI,B N I T C E R S V U
8675,7,LEVITAȚIE,B C A T Ț E L
8676,8,ZOOTERAPEUTIC,Z E R A P U I C
8677,7,DESPACHETAREA,D E A C H T R
8678,14,MERCI,B C R Â L Ț D P F T G O V M
8679,12,LEUCOCITELE,A L M S B C T E R P D O
8680,5,PIȚĂRĂU,I S Ț R U
8681,5,ÂOSELELE,I U O S L
8682,12,ELUANȚI,B N I E T C O G P Ț Ă U
8683,11,SLĂBICIUNII,A L E R T P S Ă B C U
8684,8,AÂTEPTE,B R C E T Ă O Â
8685,17,SIFILIDĂ,A E L B M N S C R O P U T G H I F
8686,7,IRIDOLOG,A B O W D I L
8687,20,TÂRTANI,C E O G P I Ț B Z N Ă T V H U M D F J Â
8688,10,ODOLENI,B C E S I Ț T D A N
8689,5,REVEDERII,B R C V D
8690,6,DISFAZIE,B D S A E F
8691,13,DRĂNICERI,A H O B C E D T P F N G Ă
8692,4,ARBITRAREA,B I T E
8693,12,AMELIOREAZĂ,A D L U C E S M T O R Ă
8694,7,INTERNALIST,A B N T I E L
8695,12,DESCEMENTA,B S T I G Â C L U D E M
8696,17,PERIFRAZEAZĂ,A B L M N R O C I E U T D F V G P
8697,17,TIJA,L P S V E R Z I N O U Ă G Â X B J
8698,11,NEFOGRAMĂ,A C T E O G M P N D F
8699,8,ANTROPOMORFIÂTI,A N T R P M F I
8700,9,MASIVITATEA,A C D F L M S V E
8701,9,PURTĂREȚ,B R D H M P U T E
8702,4,EXAGERATE,E A G R
8703,8,SLON,A I V E N U P O
8704,11,AMIBOID,B E C D R L M N P S O
8705,19,CALIÂE,A B Ț C R L M U Z V O N Ă T D S F G Â
8706,6,ABAȚIALE,T X Ț I L E
8707,8,NOILOR,B F P T R Y N I
8708,5,IMBECILIZEZ,M B C L Z
8709,8,COLECȚIOMANIA,O E T Ț I M A N
8710,9,PAÂLESC,B E I P A G U S C
8711,6,PIANINE,C A N Ă R E
8712,6,SUPRAPUNÂND,S P R A N D
8713,14,CULOARELE,C P U R T B S O N M D G I L
8714,8,TRĂGÂNDU-L,L I T R Ă Â N D
8715,8,VENALE,R B C D L V M N
8716,9,AMELIOREAZĂ,C T M E I O R Z Ă
8717,14,NOZEMOZĂ,C G N R T P D H S Î I Z E Ă
8718,11,NEOBOSITE,A F G O N T E X L M B
8719,14,DOMNULE,A N R Ț E G Â I X O U T P L
8720,7,PISCUI,A B C I L D P
8721,11,LAPIDAȚII,C V G L M Â R T Ț P D
8722,13,RECOMANDATĂ,B R I D C O L M N Ț S T Ă
8723,15,TIFOIDIC,A U E G I N P R T H J L Î F O
8724,7,CAZUALITATE,C R Z U L I E
8725,12,ASOMĂRII,B D T L O N C Ă R M Ț S
8726,4,DEOSEBESC,D O S C
8727,10,STÂNE,A R L I J P N O S Â
8728,10,BANCHERUL,A D V B N H E T R U
8729,21,MACHIEZĂ,A C D F L R S V B N G U Z O P M Ă T Â J H
8730,7,ADMIRATORII,B C D M I R T
8731,5,PRESUPUNEA,P R E S N
8732,6,KALOKAGATHIA,K L G T H I
8733,18,CORAL,A B T E I N S U G O F P V Â Ă Ț D L
8734,4,SCÂNCETE,S Â N E
8735,8,CORTEGII,A N B O C R T E
8736,4,CREȚ,B C U E
8737,11,RUANDEZ,E V C Ț D M L H U N Z
8738,10,POLICITEMIILE,A S I R N O L T C M
8739,12,UNIVERSALITĂȚII,A B E L C U N I V S T Ț
8740,16,PLĂVANI,C G Ț L M P S B R E O V I T D N
8741,11,PRAGMATISTE,A B N C O S I P R G M
8742,6,FLEXIBIL,L E A U I B
8743,8,GONEA,A F L M Z B N O
8744,17,OBIJDUIRI,A E B L C X G I M O Ă N S Z V U J
8745,7,ACTINOMICOZA,A T N O M E Z
8746,10,COASE,A R B Ț G M T C F S
8747,11,MĂZĂRICĂ,A D I L R E O T F C Ă
8748,10,BIORITMOLOGIE,B I C S E F R T M G
8749,11,RUJEZ,B C T F G L M S R J E
8750,20,RĂZIMA,B C T D F G L P V N R U E O J Ă M S Ț Z
8751,6,PIELOPLASTIE,I E O A S T
8752,6,ROÂTEIE,A T I L O E
8753,5,SILABISIT,I L A E T
8754,11,MELANOSTOMUS,C E F H M T S P L N U
8755,11,TOROPELI,A C R M D E H S T O I
8756,17,CONVERSAȚIILE,B J C E T R I S F G L M P A Ț U V
8757,11,MARCOGRAFE,B N R U L O G F I M E
8758,9,ANTIREALISTE,C M E R I N T Ă L
8759,12,HAÂURATĂ,B C M E T Ă Â Z P S H U
8760,15,REGALISTĂ,C O Z M B N T G I Ă D F E S R
8761,9,CĂPUIESC,B H I E Ț T C P U
8762,7,DEZBODOLESC,S P Z B O L C
8763,18,ATOMIZAȚI,B C R U D S F L M I Â N E G T P O Z
8764,14,BOTELNIȚĂ,A C O N I D R Z E L U T M Ț
8765,8,ANAGRAMATIZEAZĂ,A N G R T I E Ă
8766,14,FULGURANȚI,A B S T E I N L Z U M O G R
8767,11,JULESC,A I B C F G N J E H S
8768,4,ATENTIVI,A E N V
8769,10,RODOMONTADĂ,B C T N G D R H M A
8770,6,OPOZIȚIILOR,A O Z Ț L R
8771,9,FRÂNGHIE,A N H E F R T P Â
8772,11,CAÂECTIC,L B Z I J R S M T C Â
8773,5,ENDOGENĂ,C N D O G
8774,11,FLOCULEAZĂ,B F A T O C N Ț E Z Ă
8775,10,PERIFLEBITE,D N T A R O I F L B
8776,5,ACICOLĂ,I E O L Ă
8777,13,COSMATEÂTI,A L V U E R I O Ă M T B S
8778,5,ROTATIVIÂTI,R O A V Â
8779,12,BEHĂITURI,A O B H Ă I T D C L S U
8780,12,HIPERBOLIZAT,A B S C E N H I P O L T
8781,13,OSIÂOARE,L T N E D X I G O R C P Â
8782,9,APTITUDINILOR,A N I O X P U D R
8783,4,ȚIFURI,E F U R
8784,7,ANEMOGRAME,L M I N E O R
8785,6,VISCOSTATICI,C T O P V A
8786,7,ANEUPLOIDIEI,A N U P L O D
8787,11,HĂITAÂI,A P B U C O F S Ă H I
8788,8,CODIFICARE,B N C D F A R E
8789,10,AORTIC,B Â O G C E D I S T
8790,16,GHEBOÂĂRII,A C Ț D G R T S B Ă E Â L N P H
8791,9,LEPTOSOM,D H M T R N L P S
8792,15,CRAMPEN,A B I D M Z N L V R H T O S P
8793,17,DEOSEBI,A B N C R D Ț L M E Ă G F P X T S
8794,10,LOGOMAHIE,A L O N D E U R H I
8795,13,STĂRUIRI,O S M N A P Â I R G E V U
8796,8,EXCIPIENTE,M N G V X C I P
8797,13,SOVIETIZARE,A R T C M N S U L V Â I Z
8798,17,OVARIANĂ,A R E B C L U S F N D P J I T M V
8799,5,ARHIERIILE,A G R H E
8800,12,POLITEȚEA,B I R C M N T Ț L Â P A
8801,20,ÎNNEBUNIȚI,A T Â B R G C I L D F Ă N S H E O M P Î
8802,5,TRATATULUI,A S R U L
8803,10,MĂTĂSOÂI,A L M P B U Ă T I S
8804,9,AVOCAT,F L M P U R T O V
8805,10,PSEUDOANACREONTICI,P E U D O N C R T I
8806,9,FERVIZI,A B C O U F E R V
8807,16,FESTIN,A B R C V D L P S I G K M T U F
8808,7,TĂTIÂOR,A R E U Â O I
8809,10,EUTIMIE,D F O L R T X N I M
8810,17,MELOMAN,A R B Ț C U D J Z F M I T P L V O
8811,10,DECALVANȚI,D B R C L V N T Ț I
8812,7,ÂAPTESPREZECEA,Â A P T S R C
8813,16,BĂJENĂREASCĂ,A D L N T B U H Ă G M P S I J E
8814,12,APEPSII,A D G M N R C L F H P S
8815,15,CUANTIZA,A T O B N E D L R P G C Ă S I
8816,9,IROD,A P E G I X B L R
8817,14,TIRANĂ,B Â E T Ă V I D F G H L M N
8818,12,POLARIZANTĂ,B V C L N I A P R T E Ă
8819,18,SEPTIMEI,B L Â N C D T Ț H U G P V F R Z S M
8820,5,ÂTAFETĂ,S Â A E Ă
8821,7,MICROSISTEM,C U R O S T E
8822,15,SUPRAL,B D O F M I Â P T C J U V L S
8823,6,ALBIAN,M E Z I N B
8824,8,ELASTOCINETICĂ,E L A S O I N Ă
8825,4,BADEO,A H B O
8826,14,BULONARE,B T C N G S O R D L F I Z U
8827,18,ZAPODINA,A R S C I T D E M Ă Â V Ț U H J Z O
8828,9,FOTOGRAMMETRIST,O T G R A E I C S
8829,17,MUCIGAI,A F L O T Z E G Â R B Ț V U N X C
8830,5,GULO,A I E U L
8831,7,REFORMATOR,P E T D F O M
8832,11,HEMATURIE,A I F C D G L M T H U
8833,7,IDENTIFICAȚIE,D N T F C A Ț
8834,8,CINEAMATORISM,C I N E A T O R
8835,10,VITALISMULUI,D F H T C V A L S U
8836,16,VECHIME,A L O N T S C E X P R U Ț Ă V H
8837,2,VIDA,A D
8838,14,ÎMBĂȚOÂARE,M B I U J Â O N P R E Z Ă Ț
8839,6,NEPRIELNIC,N O P R L C
8840,8,MĂIMUCOI,A G I R U Ț Ă C
8841,19,COMATICĂ,A R O N U B C E T D F H J L P Ț S V Ă
8842,15,CUSĂTURILOR,A D B E M P R S Ț U I N O C Ă
8843,4,DEPENDENȚELE,D P N L
8844,14,ÎNCRUSTAT,C L E M I T P O D F R S Î U
8845,9,VIUL,A D Ă E Z L R S U
8846,12,ARGOTICĂ,A B S C R M E L N G T I
8847,9,FALNICUL,B L E C R D F I U
8848,2,FAPTA,A T
8849,10,DEGHIZA,A L T E P I U Ă G H
8850,5,ALCHILĂRII,A L C I Ă
8851,4,HATTERIA,H E R I
8852,12,AMENDATIVI,A B C R D M U P V E G N
8853,9,ANTRANOLI,A L U N C O P B I
8854,14,DEMISIONA,A S U B R I T J L C N M F O
8855,11,DEPURATIV,E A N Ț R I T O S U V
8856,10,CLAVICULA,C R B L S D F G V U
8857,10,ZITIE,C D F Â J L T S V Z
8858,18,TEJGHEAUA,A L B C D R M P S T I N Ă Î E X J H
8859,15,PANTELISM,A B D L U N T S F E O C R W P
8860,8,ADJECTIVIZARE,A D J C I V Z R
8861,10,MODERATOARE,A M P D G C V N O T
8862,1,LILIAL,I
8863,10,ZARGANI,C D N V L M R I H Z
8864,13,ABȚIBILD,B S C R D N T V E L M U Ț
8865,5,CICATRIZEZE,C I T R E
8866,7,NEECHITABILI,N C H T A B L
8867,10,CONGLOBAȚIE,C D R G L B A Ț I E
8868,4,SCRIITURI,S C R T
8869,10,CONDUCȚIE,U B O N L D Ț A T E
8870,9,HEGELIANISMUL,A L O H E N S M U
8871,8,NITROGLICERINEI,E O B I T R G L
8872,7,CONECTIVI,A I U O E T V
8873,8,ARGĂSITOARE,A G N Ă S I T O
8874,10,OPĂRIT,A M U Â P T L O E I
8875,11,NEPOPULARĂ,O C F P L I E R D U Ă
8876,4,GREIERII,C U G R
8877,3,FELIX,F L I
8878,3,CHEIA,A C E
8879,6,MARXISMUL,A R X I S U
8880,7,SCĂPĂTIÂ,D F S C P T I
8881,7,NEÂTIINȚIFICE,C R N Â T I Ț
8882,16,PLEZIR,A L G X C D F T I S P N O U Â Z
8883,8,CLĂDĂRIILE,A B F E C Ă I D
8884,6,NEOGRECI,A R O G N C
8885,16,FUNIOARE,A B C H Â V D E F M Z U O L G N
8886,18,PĂGUBAÂE,C P L U T B I D Z M N E Î Ă R S O G
8887,8,ENTEROBIAZĂ,A N E R O I Ă T
8888,6,FIZIOCRATIC,F O C R A T
8889,13,OCAZIILE,B J N S C H F I E R V A Z
8890,3,SCIATICII,S A T
8891,8,CONSIMȚĂMINTE,C O S I M Ă T E
8892,4,MIHRABI,A R I H
8893,21,RÂNJEALĂ,B A D O Ă U C E I G K M R T Z V F H Ț Â J
8894,3,TAXACEAE,X C E
8895,13,CIPOLIN,B L O D M N E R T A H U P
8896,6,IZOOCTAN,A O T G I C
8897,4,IIÂOARE,Â O R E
8898,9,GHILOÂĂ,C E Z I P O G L Ă
8899,7,PĂCURĂREI,E O I T Ă C U
8900,6,AMIGDALA,L N R M I G
8901,2,HEM,C M
8902,8,MONOFONEMATIC,C O T A I R M F
8903,7,SMERIRII,A L R D E C I
8904,8,HETEROTERMI,A U E N H R M I
8905,10,SIMPTOMELE,C P R I Ț Â S T E L
8906,9,SERICITIZĂRI,A O P C T Ă S I Z
8907,10,COCOTĂ,B Ă H L P R I Z Ț C
8908,10,ÂINDRE,B C U A O E R N P Â
8909,8,PUCHII,A B D F L P U H
8910,11,PROPRIETAREI,A F C D M P R L T S I
8911,6,MENȚINÂND,C M E Ț I D
8912,8,DIPLOCOCI,A N E Z I P L C
8913,13,CIUMAȚI,A D I R E P N H V L T U M
8914,9,ONTOGENICE,A C R F O G L T E
8915,7,SATISFĂCĂTORI,A I F Ă C O R
